"Entry ID","Structure Author","Deposition Date","Resolution (Å)","Citation Author","Title","Publication Year","Structure Title","Expression Host","Source Organism","Total Number of Polymer Residues per Assembly",
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
"5LZD","Fischer, N.","2016-09-29","3.4","Fischer, N., Neumann, P., Bock, L.V., Maracci, C., Wang, Z., Paleskava, A., Konevega, A.L., Schroder, G.F., Grubmuller, H., Ficner, R., Rodnina, M.V., Stark, H.","The pathway to GTPase activation of elongation factor SelB on the ribosome.",2016,"Structure of SelB-Sec-tRNASec bound to the 70S ribosome in the GTPase activated state (GA)",,"Escherichia coli",11223,
,"Neumann, P.",,,,,,,,"Escherichia coli",,
,"Bock, L.V.",,,,,,,,"Escherichia coli",,
,"Maracci, C.",,,,,,,,"Escherichia coli",,
,"Wang, Z.",,,,,,,,"Escherichia coli",,
,"Paleskava, A.",,,,,,,,"Escherichia coli",,
,"Konevega, A.L.",,,,,,,,"Escherichia coli",,
,"Schroeder, G.F.",,,,,,,,"Escherichia coli",,
,"Grubmueller, H.",,,,,,,,"Escherichia coli",,
,"Ficner, R.",,,,,,,,"Escherichia coli",,
,"Rodnina, M.V.",,,,,,,,"Escherichia coli",,
,"Stark, H.",,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
"5LZE","Fischer, N.","2016-09-29","3.5","Fischer, N., Neumann, P., Bock, L.V., Maracci, C., Wang, Z., Paleskava, A., Konevega, A.L., Schroder, G.F., Grubmuller, H., Ficner, R., Rodnina, M.V., Stark, H.","The pathway to GTPase activation of elongation factor SelB on the ribosome.",2016,"Structure of the 70S ribosome with Sec-tRNASec in the classical pre-translocation state (C)",,"Escherichia coli",10602,
,"Neumann, P.",,,,,,,,"Escherichia coli",,
,"Bock, L.V.",,,,,,,,"Escherichia coli",,
,"Maracci, C.",,,,,,,,"Escherichia coli",,
,"Wang, Z.",,,,,,,,"Escherichia coli",,
,"Paleskava, A.",,,,,,,,"Escherichia coli",,
,"Konevega, A.L.",,,,,,,,"Escherichia coli",,
,"Schroeder, G.F.",,,,,,,,"Escherichia coli",,
,"Grubmueller, H.",,,,,,,,"Escherichia coli",,
,"Ficner, R.",,,,,,,,"Escherichia coli",,
,"Rodnina, M.V.",,,,,,,,"Escherichia coli",,
,"Stark, H.",,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
"5LZF","Fischer, N.","2016-09-29","4.6","Fischer, N., Neumann, P., Bock, L.V., Maracci, C., Wang, Z., Paleskava, A., Konevega, A.L., Schroder, G.F., Grubmuller, H., Ficner, R., Rodnina, M.V., Stark, H.","The pathway to GTPase activation of elongation factor SelB on the ribosome.",2016,"Structure of the 70S ribosome with fMetSec-tRNASec in the hybrid pre-translocation state (H)",,"Escherichia coli",10606,
,"Neumann, P.",,,,,,,,"Escherichia coli",,
,"Bock, L.V.",,,,,,,,"Escherichia coli",,
,"Maracci, C.",,,,,,,,"Escherichia coli",,
,"Wang, Z.",,,,,,,,"Escherichia coli",,
,"Paleskava, A.",,,,,,,,"Escherichia coli",,
,"Konevega, A.L.",,,,,,,,"Escherichia coli",,
,"Schroeder, G.F.",,,,,,,,"Escherichia coli",,
,"Grubmueller, H.",,,,,,,,"Escherichia coli",,
,"Ficner, R.",,,,,,,,"Escherichia coli",,
,"Rodnina, M.V.",,,,,,,,"Escherichia coli",,
,"Stark, H.",,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
,,,,,,,,,"Escherichia coli",,
"5LZS","Shao, S.","2016-10-02","3.31, 3.31","Shao, S., Murray, J., Brown, A., Taunton, J., Ramakrishnan, V., Hegde, R.S.","Decoding Mammalian Ribosome-mRNA States by Translational GTPase Complexes.",2016,"Structure of the mammalian ribosomal elongation complex with aminoacyl-tRNA, eEF1A, and didemnin B",,"Oryctolagus cuniculus",19761,
,"Murray, J.",,,,,,,,"Oryctolagus cuniculus",,
,"Brown, A.",,,,,,,,"Oryctolagus cuniculus",,
,"Taunton, J.",,,,,,,,"Oryctolagus cuniculus",,
,"Ramakrishnan, V.",,,,,,,,"Oryctolagus cuniculus",,
,"Hegde, R.S.",,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
"5LZT","Shao, S.","2016-10-02","3.65, 3.65","Shao, S., Murray, J., Brown, A., Taunton, J., Ramakrishnan, V., Hegde, R.S.","Decoding Mammalian Ribosome-mRNA States by Translational GTPase Complexes.",2016,"Structure of the mammalian ribosomal termination complex with eRF1 and eRF3.",,"Oryctolagus cuniculus",20340,
,"Murray, J.",,,,,,,,"Oryctolagus cuniculus",,
,"Brown, A.",,,,,,,,"Oryctolagus cuniculus",,
,"Taunton, J.",,,,,,,,"Oryctolagus cuniculus",,
,"Ramakrishnan, V.",,,,,,,,"Oryctolagus cuniculus",,
,"Hegde, R.S.",,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,"Escherichia coli BL21(DE3)","Homo sapiens",,
,,,,,,,,"Escherichia coli BL21(DE3)","Homo sapiens",,
,,,,,,,,,"Oryctolagus cuniculus",,
"5LZU","Shao, S.","2016-10-02","3.75, 3.75","Shao, S., Murray, J., Brown, A., Taunton, J., Ramakrishnan, V., Hegde, R.S.","Decoding Mammalian Ribosome-mRNA States by Translational GTPase Complexes.",2016,"Structure of the mammalian ribosomal termination complex with accommodated eRF1",,"Oryctolagus cuniculus",19688,
,"Murray, J.",,,,,,,,"Oryctolagus cuniculus",,
,"Brown, A.",,,,,,,,"Oryctolagus cuniculus",,
,"Taunton, J.",,,,,,,,"Oryctolagus cuniculus",,
,"Ramakrishnan, V.",,,,,,,,"Oryctolagus cuniculus",,
,"Hegde, R.S.",,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,"Escherichia coli BL21(DE3)","Homo sapiens",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
"5LZV","Shao, S.","2016-10-02","3.35, 3.35","Shao, S., Murray, J., Brown, A., Taunton, J., Ramakrishnan, V., Hegde, R.S.","Decoding Mammalian Ribosome-mRNA States by Translational GTPase Complexes.",2016,"Structure of the mammalian ribosomal termination complex with accommodated eRF1(AAQ) and ABCE1.",,"Oryctolagus cuniculus",20302,
,"Murray, J.",,,,,,,,"Oryctolagus cuniculus",,
,"Brown, A.",,,,,,,,"Oryctolagus cuniculus",,
,"Taunton, J.",,,,,,,,"Oryctolagus cuniculus",,
,"Ramakrishnan, V.",,,,,,,,"Oryctolagus cuniculus",,
,"Hegde, R.S.",,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
,,,,,,,,,"Oryctolagus cuniculus",,
