"Assembly ID","Deposition Date","PDB ID","DOI","Title",
"5OBM-2","2017-06-28","5OBM","10.1073/pnas.1715501114","Aminoglycoside interactions and impacts on the eukaryotic ribosome.",
"1IBK-1","2001-03-28","1IBK","10.1126/science.1060612","Recognition of cognate transfer RNA by the 30S ribosomal subunit.",
"4U20-1","2014-07-16","4U20","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4U20-2","2014-07-16","4U20","10.1128/AAC.03389-14","Synergy of streptogramin antibiotics occurs independently of their effects on translation.",
"4V66-1","2008-08-03","4V66",,"The Structure of the E. coli Ribosome Before and After Accommodation: Implications for Proofreading",
"6BZ7-1","2017-12-22","6BZ7","10.1093/nar/gky1178","Ribosomal ambiguity (ram) mutations promote the open (off) to closed (on) transition and thereby increase miscoding.",
"6BZ7-2","2017-12-22","6BZ7","10.1093/nar/gky1178","Ribosomal ambiguity (ram) mutations promote the open (off) to closed (on) transition and thereby increase miscoding.",
"4V6F-2","2009-07-09","4V6F","10.1038/nsmb.1790","Structural aspects of messenger RNA reading frame maintenance by the ribosome.",
"4V6F-1","2009-07-09","4V6F","10.1038/nsmb.1790","Structural aspects of messenger RNA reading frame maintenance by the ribosome.",
"1NWX-1","2003-02-07","1NWX","10.1016/S0969-2126(03)00022-4","Structural basis for the antibiotic activity of ketolides and azalides.",
"4V67-1","2008-10-27","4V67","10.1073/pnas.0810953105","Crystal structure of a translation termination complex formed with release factor RF2.",
"4V67-2","2008-10-27","4V67","10.1073/pnas.0810953105","Crystal structure of a translation termination complex formed with release factor RF2.",
"4V69-1","2008-12-11","4V69","10.1073/pnas.0811370106","Ribosome-induced changes in elongation factor Tu conformation control GTP hydrolysis",
"4V68-1","2008-12-11","4V68","10.1038/emboj.2009.26","GTPase activation of elongation factor EF-Tu by the ribosome during decoding",
"6TMF-1","2019-12-04","6TMF","10.15252/embj.2019103788","Molecular analysis of the ribosome recycling factor ABCE1 bound to the 30S post-splitting complex.",
"6SZS-1","2019-10-02","6SZS","10.1038/s41467-019-13408-7","Release factor-dependent ribosome rescue by BrfA in the Gram-positive bacterium Bacillus subtilis.",
"5LKS-1","2016-07-23","5LKS","10.1038/ncomms12856","Structure-function insights reveal the human ribosome as a cancer target for antibiotics.",
"4CSU-1","2014-03-10","4CSU","10.1371/JOURNAL.PBIO.1001866","Structural and Functional Insights Into the Mode of Action of a Universally Conserved Obg Gtpase.",
"1TQM-1","2004-06-17","1TQM","10.1016/j.str.2004.06.016","Crystal Structure of A. fulgidus Rio2 Defines a New Family of Serine Protein Kinases",
"4V4A-1","2003-06-13","4V4A","10.1073/pnas.1133380100","X-ray crystal structures of the WT and a hyper-accurate ribosome from Escherichia coli",
"4JI0-1","2013-03-05","4JI0","10.1261/rna.040030.113","The central role of protein S12 in organizing the structure of the decoding site of the ribosome.",
"5NO4-1","2017-04-10","5NO4","10.1093/nar/gkx324","RsgA couples the maturation state of the 30S ribosomal decoding center to activation of its GTPase pocket.",
"4V50-1","2006-08-16","4V50","10.1073/pnas.0607541103","Structural basis for mRNA and tRNA positioning on the ribosome.",
"4V50-2","2006-08-16","4V50","10.1073/pnas.0607541103","Structural basis for mRNA and tRNA positioning on the ribosome.",
"6ND4-1","2018-12-13","6ND4","10.7554/eLife.45185","Conformational switches control early maturation of the eukaryotic small ribosomal subunit.",
"3OW2-1","2010-09-17","3OW2",
"5NO3-1","2017-04-10","5NO3","10.1093/nar/gkx324","RsgA couples the maturation state of the 30S ribosomal decoding center to activation of its GTPase pocket.",
"4V4P-1","2005-01-19","4V4P","10.1126/science.1105639","Translational operator of mRNA on the ribosome: how repressor proteins exclude ribosome binding.",
"4V51-1","2006-07-31","4V51","10.1126/science.1131127","Structure of the 70S ribosome complexed with mRNA and tRNA.",
"4V51-2","2006-07-31","4V51","10.1126/science.1131127","Structure of the 70S ribosome complexed with mRNA and tRNA.",
"4TUC-2","2014-06-24","4TUC","10.1261/rna.046953.114","Structural insights into translational recoding by frameshift suppressor tRNASufJ.",
"4TUC-1","2014-06-24","4TUC","10.1261/rna.046953.114","Structural insights into translational recoding by frameshift suppressor tRNASufJ.",
"6FKR-1","2018-01-24","6FKR","10.1016/j.chembiol.2018.02.004","The Dolphin Proline-Rich Antimicrobial Peptide Tur1A Inhibits Protein Synthesis by Targeting the Bacterial Ribosome.",
"6FKR-2","2018-01-24","6FKR","10.1016/j.chembiol.2018.02.004","The Dolphin Proline-Rich Antimicrobial Peptide Tur1A Inhibits Protein Synthesis by Targeting the Bacterial Ribosome.",
"6N8L-1","2018-11-29","6N8L","10.1038/s41467-019-08880-0","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome.",
"5O5J-1","2017-06-02","5O5J","10.1016/j.celrep.2017.06.029","The Complete Structure of the Mycobacterium smegmatis 70S Ribosome.",
"6N8J-1","2018-11-29","6N8J","10.1038/s41467-019-08880-0","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome.",
"3CME-1","2008-03-21","3CME","10.1261/rna.1118908","Peptidyl-CCA deacylation on the ribosome promoted by induced fit and the O3'-hydroxyl group of A76 of the unacylated A-site tRNA.",
"6R7Q-1","2019-03-29","6R7Q","10.7554/eLife.46267","Structural and mutational analysis of the ribosome-arresting human XBP1u.",
"6N8K-1","2018-11-29","6N8K","10.1038/s41467-019-08880-0","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome.",
"4TUA-2","2014-06-24","4TUA","10.1261/rna.046953.114","Structural insights into translational recoding by frameshift suppressor tRNASufJ.",
"4TUA-1","2014-06-24","4TUA","10.1261/rna.046953.114","Structural insights into translational recoding by frameshift suppressor tRNASufJ.",
"1VI5-4","2003-12-01","1VI5","10.1002/prot.20541","Structural analysis of a set of proteins resulting from a bacterial genomics project",
"1VI5-3","2003-12-01","1VI5","10.1002/prot.20541","Structural analysis of a set of proteins resulting from a bacterial genomics project",
"1VI5-2","2003-12-01","1VI5","10.1002/prot.20541","Structural analysis of a set of proteins resulting from a bacterial genomics project",
"1VI5-1","2003-12-01","1VI5","10.1002/prot.20541","Structural analysis of a set of proteins resulting from a bacterial genomics project",
"4V9Q-2","2013-06-12","4V9Q","10.1073/pnas.1304922110","Blasticidin S inhibits translation by trapping deformed tRNA on the ribosome.",
"4V9Q-1","2013-06-12","4V9Q","10.1073/pnas.1304922110","Blasticidin S inhibits translation by trapping deformed tRNA on the ribosome.",
"4Y4P-2","2015-02-10","4Y4P","10.1038/nsmb.2992","Structural insights into the role of rRNA modifications in protein synthesis and ribosome assembly.",
"4Y4P-1","2015-02-10","4Y4P","10.1038/nsmb.2992","Structural insights into the role of rRNA modifications in protein synthesis and ribosome assembly.",
"5WE6-1","2017-07-07","5WE6","10.1093/nar/gky346","Cryo-EM shows stages of initial codon selection on the ribosome by aa-tRNA in ternary complex with GTP and the GTPase-deficient EF-TuH84A.",
"2MLL-1","1999-03-16","2MLL","10.1006/bbrc.1999.0470","Crystal structure of mistletoe lectin I from Viscum album.",
"1QVG-1","2003-08-27","1QVG","10.1261/rna.5120503","Structures of deacylated tRNA mimics bound to the E site of the large ribosomal subunit",
"6DTI-1","2018-06-16","6DTI","10.1016/j.jmb.2019.12.016","A Structural Basis for Restricted Codon Recognition Mediated by 2-thiocytidine in tRNA Containing a Wobble Position Inosine.",
"6GQV-1","2018-06-08","6GQV","10.1016/j.jmb.2018.06.006","Structural Insights into the Role of Diphthamide on Elongation Factor 2 in mRNA Reading-Frame Maintenance.",
"6PC7-1","2019-06-16","6PC7",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"4UJD-1","2014-06-18","4UJD","10.1038/NSMB.2859","Structure of the Mammalian 80S Initiation Complex with Eif5B on Hcv Ires",
"6PC5-1","2019-06-16","6PC5",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"4WRO-1","2014-10-24","4WRO","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4WRO-2","2014-10-24","4WRO","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"3J8G-1","2014-10-24","3J8G","10.1093/nar/gku1135","Structural insights into the function of a unique tandem GTPase EngA in bacterial ribosome assembly",
"5Z1G-2","2017-12-26","5Z1G","10.1007/s13238-018-0526-7","Cryo-EM structure of an early precursor of large ribosomal subunit reveals a half-assembled intermediate",
"5Z1G-1","2017-12-26","5Z1G","10.1007/s13238-018-0526-7","Cryo-EM structure of an early precursor of large ribosomal subunit reveals a half-assembled intermediate",
"4UJC-1","2014-06-18","4UJC","10.1038/NSMB.2859","Structure of the Mammalian 80S Initiation Complex with Initiation Factor 5B on Hcv-Ires RNA.",
"6PC6-1","2019-06-16","6PC6",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"6OPE-1","2019-04-24","6OPE","10.1073/pnas.2004170117","Disruption of evolutionarily correlated tRNA elements impairs accurate decoding.",
"6OPE-2","2019-04-24","6OPE","10.1073/pnas.2004170117","Disruption of evolutionarily correlated tRNA elements impairs accurate decoding.",
"5WYJ-1","2017-01-13","5WYJ","10.7554/eLife.22086","Molecular architecture of the 90S small subunit pre-ribosome.",
"5IB8-1","2016-02-22","5IB8","10.1093/nar/gkw431","The ribosome prohibits the GU wobble geometry at the first position of the codon-anticodon helix.",
"5IB8-2","2016-02-22","5IB8","10.1093/nar/gkw431","The ribosome prohibits the GU wobble geometry at the first position of the codon-anticodon helix.",
"6PC8-1","2019-06-16","6PC8",,"Synthesis and mechanism of action of group A streptogramin antibiotics that overcome resistance",
"5WYK-1","2017-01-13","5WYK","10.7554/eLife.22086","Molecular architecture of the 90S small subunit pre-ribosome.",
"5HKV-1","2016-01-14","5HKV","10.1093/nar/gkx658","Structural insights of lincosamides targeting the ribosome of Staphylococcus aureus.",
"5HL7-1","2016-01-14","5HL7","10.1038/srep39004","A novel pleuromutilin antibacterial compound, its binding mode and selectivity mechanism.",
"5FCI-1","2015-12-15","5FCI","10.1016/j.jmb.2016.02.013","Crystal Structures of the uL3 Mutant Ribosome: Illustration of the Importance of Ribosomal Proteins for Translation Efficiency.",
"5FCI-2","2015-12-15","5FCI","10.1016/j.jmb.2016.02.013","Crystal Structures of the uL3 Mutant Ribosome: Illustration of the Importance of Ribosomal Proteins for Translation Efficiency.",
"4V9D-2","2012-07-31","4V9D","10.1126/science.1202692","Structures of the bacterial ribosome in classical and hybrid states of tRNA binding.",
"4V9D-1","2012-07-31","4V9D","10.1126/science.1202692","Structures of the bacterial ribosome in classical and hybrid states of tRNA binding.",
"4K0K-1","2013-04-04","4K0K","10.1038/nature12302","Unusual base pairing during the decoding of a stop codon by the ribosome.",
"4WQF-2","2014-10-21","4WQF","10.1016/j.cell.2014.11.049","Conformational Changes of Elongation Factor G on the Ribosome during tRNA Translocation.",
"4WQF-1","2014-10-21","4WQF","10.1016/j.cell.2014.11.049","Conformational Changes of Elongation Factor G on the Ribosome during tRNA Translocation.",
"4WQ1-2","2014-10-21","4WQ1","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4WQ1-1","2014-10-21","4WQ1","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"5J30-2","2016-03-30","5J30","10.1016/j.celrep.2016.08.085","Uniformity of Peptide Release Is Maintained by Methylation of Release Factors.",
"5J30-1","2016-03-30","5J30","10.1016/j.celrep.2016.08.085","Uniformity of Peptide Release Is Maintained by Methylation of Release Factors.",
"5JUU-1","2016-05-10","5JUU","10.7554/eLife.14874","Ensemble cryo-EM uncovers inchworm-like translocation of a viral IRES through the ribosome.",
"6HTQ-1","2018-10-04","6HTQ",,"Stringent Response Control by a Bifunctional RelA enyzme in the Presence and Absence of the Ribosome",
"4WPO-2","2014-10-20","4WPO","10.1016/j.cell.2014.11.049","Conformational Changes of Elongation Factor G on the Ribosome during tRNA Translocation.",
"4WPO-1","2014-10-20","4WPO","10.1016/j.cell.2014.11.049","Conformational Changes of Elongation Factor G on the Ribosome during tRNA Translocation.",
"4D61-1","2014-11-07","4D61","10.1016/J.MOLCEL.2014.12.016","Cryo-Em of Ribosomal 80S Complexes with Termination Factors Reveals the Translocated Cricket Paralysis Virus Ires.",
"6IY7-1","2018-12-13","6IY7","10.1016/j.jmb.2019.02.002","Cryo-EM Structures Reveal Relocalization of MetAP in the Presence of Other Protein Biogenesis Factors at the Ribosomal Tunnel Exit.",
"1QVF-1","2003-08-27","1QVF","10.1261/rna.5120503","Structures of deacylated tRNA mimics bound to the E site of the large ribosomal subunit",
"6RI5-1","2019-04-23","6RI5","10.7554/eLife.44904","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes.",
"1TQI-1","2004-06-17","1TQI","10.1016/j.str.2004.06.016","Crystal Structure of A. fulgidus Rio2 Defines a New Family of Serine Protein Kinases",
"4U4Y-1","2014-07-24","4U4Y","10.1038/nature13737","Structural basis for the inhibition of the eukaryotic ribosome.",
"4U4Y-2","2014-07-24","4U4Y","10.1038/nature13737","Structural basis for the inhibition of the eukaryotic ribosome.",
"4UG0-1","2015-03-20","4UG0","10.1038/nature14427","Structure of the human 80S ribosome",
"4U4Z-1","2014-07-24","4U4Z","10.1038/nature13737","Structural basis for the inhibition of the eukaryotic ribosome.",
"4U4Z-2","2014-07-24","4U4Z","10.1038/nature13737","Structural basis for the inhibition of the eukaryotic ribosome.",
"6R6P-1","2019-03-27","6R6P","10.7554/eLife.46267","Structural and mutational analysis of the ribosome-arresting human XBP1u.",
"5JUS-1","2016-05-10","5JUS","10.7554/eLife.14874","Ensemble cryo-EM uncovers inchworm-like translocation of a viral IRES through the ribosome.",
"6Y2L-1","2020-02-16","6Y2L","10.1016/j.celrep.2020.03.037","Dynamics of uS19 C-Terminal Tail during the Translation Elongation Cycle in Human Ribosomes.",
"5JUT-1","2016-05-10","5JUT","10.7554/eLife.14874","Ensemble cryo-EM uncovers inchworm-like translocation of a viral IRES through the ribosome.",
"6RZZ-1","2019-06-13","6RZZ","10.7554/eLife.44904","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes.",
"3CMA-1","2008-03-21","3CMA","10.1261/rna.1118908","Peptidyl-CCA deacylation on the ribosome promoted by induced fit and the O3'-hydroxyl group of A76 of the unacylated A-site tRNA.",
"6N8N-1","2018-11-29","6N8N","10.1038/s41467-019-08880-0","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome.",
"1EH1-1","2000-02-18","1EH1","10.1017/S1355838200001060","Crystal structure combined with genetic analysis of the Thermus thermophilus ribosome recycling factor shows that a flexible hinge may act as a functional switch.",
"6R84-1","2019-03-31","6R84","10.1038/s41586-019-1307-z","Structure and function of Vms1 and Arb1 in RQC and mitochondrial proteome homeostasis.",
"6N8M-1","2018-11-29","6N8M","10.1038/s41467-019-08880-0","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome.",
"1TQP-1","2004-06-17","1TQP","10.1016/j.str.2004.06.016","Crystal Structure of A. fulgidus Rio2 Defines a New Family of Serine Protein Kinases",
"1OND-1","2003-02-27","1OND","10.1038/nsb915","Structural insight into the role of the ribosomal tunnel in cellular regulation",
"5LL6-1","2016-07-26","5LL6","10.1038/nsmb.3396","Structure of the 40S-ABCE1 post-splitting complex in ribosome recycling and translation initiation.",
"487D-1","2000-02-23","487D","10.1006/jmbi.2000.3635","The 3D arrangement of the 23 S and 5 S rRNA in the Escherichia coli 50 S ribosomal subunit based on a cryo-electron microscopic reconstruction at 7.5 A resolution.",
"4U67-1","2014-07-28","4U67","10.1016/j.str.2017.06.004","The Ribosomal Protein uL22 Modulates the Shape of the Protein Exit Tunnel.",
"4DV4-1","2012-02-22","4DV4",,"A structural basis for streptomycin resistance",
"1HR0-1","2000-12-20","1HR0","10.1126/science.1057766","Crystal structure of an initiation factor bound to the 30S ribosomal subunit.",
"4V7P-2","2010-04-29","4V7P","10.1038/emboj.2010.139","Recognition of the amber UAG stop codon by release factor RF1.",
"4V8E-1","2011-12-07","4V8E","10.1038/nature10913","A new understanding of the decoding principle on the ribosome.",
"4V8E-2","2011-12-07","4V8E","10.1038/nature10913","A new understanding of the decoding principle on the ribosome.",
"6QT8-1","2019-02-22","6QT8","10.1038/s41467-019-10922-6","Crystal structures of Rea1-MIDAS bound to its ribosome assembly factor ligands resembling integrin-ligand-type complexes.",
"4V7P-1","2010-04-29","4V7P","10.1038/emboj.2010.139","Recognition of the amber UAG stop codon by release factor RF1.",
"5LZZ-1","2016-10-02","5LZZ","10.1016/j.cell.2016.10.046","Decoding Mammalian Ribosome-mRNA States by Translational GTPase Complexes.",
"4DV2-1","2012-02-22","4DV2",,"A structural basis for streptomycin resistance",
"4DV0-1","2012-02-22","4DV0",,"A structural basis for streptomycin resistance",
"5LZY-1","2016-10-02","5LZY","10.1016/j.cell.2016.10.046","Decoding Mammalian Ribosome-mRNA States by Translational GTPase Complexes.",
"5LZX-1","2016-10-02","5LZX","10.1016/j.cell.2016.10.046","Decoding Mammalian Ribosome-mRNA States by Translational GTPase Complexes.",
"5O2R-1","2017-05-22","5O2R","10.1038/nsmb.3439","An antimicrobial peptide that inhibits translation by trapping release factors on the ribosome.",
"4WU1-2","2014-10-30","4WU1","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"4WU1-1","2014-10-30","4WU1","10.1038/ncomms8251","Structural insights into the translational infidelity mechanism.",
"5Z3G-1","2018-01-06","5Z3G","10.1007/s13238-018-0526-7","Cryo-EM structure of an early precursor of large ribosomal subunit reveals a half-assembled intermediate.",
"6GC0-1","2018-04-16","6GC0","10.1016/j.molcel.2018.05.003","Structural Visualization of the Formation and Activation of the 50S Ribosomal Subunit during In Vitro Reconstitution.",
"5M1J-1","2016-10-07","5M1J","10.1038/ncomms13521","Structural insights into ribosomal rescue by Dom34 and Hbs1 at near-atomic resolution.",
"6QIK-1","2019-01-20","6QIK","10.7554/eLife.44904","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes.",
"5WIT-1","2017-07-20","5WIT","10.1093/nar/gkx673","Co-produced natural ketolides methymycin and pikromycin inhibit bacterial growth by preventing synthesis of a limited number of proteins.",
"5WIT-2","2017-07-20","5WIT","10.1093/nar/gkx673","Co-produced natural ketolides methymycin and pikromycin inhibit bacterial growth by preventing synthesis of a limited number of proteins.",
"6P5K-1","2019-05-30","6P5K","10.15252/embj.2019102226","The Israeli acute paralysis virus IRES captures host ribosomes by mimicking a ribosomal state with hybrid tRNAs.",
"5E7K-2","2015-10-12","5E7K","10.1038/ncomms10457","Novel base-pairing interactions at the tRNA wobble position crucial for accurate reading of the genetic code.",
"5E7K-1","2015-10-12","5E7K","10.1038/ncomms10457","Novel base-pairing interactions at the tRNA wobble position crucial for accurate reading of the genetic code.",
"6WDD-1","2020-03-31","6WDD","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"5YDT-1","2017-09-14","5YDT","10.1261/rna.062695.117","Structure and RNA recognition of ribosome assembly factor Utp30.",
"6G53-1","2018-03-28","6G53","10.1038/s41586-018-0193-0","Visualizing late states of human 40S ribosomal subunit maturation.",
"1W2B-1","2004-07-01","1W2B","10.1038/NATURE02899","Trigger Factor in Complex with the Ribosome Forms a Molecular Cradle for Nascent Proteins",
"5AJ0-1","2015-02-19","5AJ0","10.1016/j.cell.2015.03.052","Structural Snapshots of Actively Translating Human Ribosomes",
"5ZZM-1","2018-06-03","5ZZM","10.1083/jcb.201711131","The universally conserved GTPase HflX is an RNA helicase that restores heat-damagedEscherichia coliribosomes.",
"6WD7-1","2020-03-31","6WD7","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"1VQM-1","2004-12-16","1VQM","10.1016/j.molcel.2005.09.006","Structural Insights into the Roles of Water and the 2' Hydroxyl of the P Site tRNA in the Peptidyl Transferase Reaction.",
"5ZEU-1","2018-02-28","5ZEU","10.1038/s41598-018-31850-3","Structures of Mycobacterium smegmatis 70S ribosomes in complex with HPF, tmRNA, and P-tRNA.",
"6GC8-1","2018-04-17","6GC8","10.1016/j.molcel.2018.05.003","Structural Visualization of the Formation and Activation of the 50S Ribosomal Subunit during In Vitro Reconstitution.",
"5AFI-1","2015-01-22","5AFI","10.1038/nature14275","Structure of the E. coli ribosome-EF-Tu complex at <3 angstrom resolution by Cs-corrected cryo-EM.",
"5ZET-1","2018-02-28","5ZET","10.1038/s41598-018-31850-3","Structures of Mycobacterium smegmatis 70S ribosomes in complex with HPF, tmRNA, and P-tRNA.",
"6P4G-1","2019-05-27","6P4G","10.15252/embj.2019102226","The Israeli acute paralysis virus IRES captures host ribosomes by mimicking a ribosomal state with hybrid tRNAs.",
"3CC2-1","2008-02-23","3CC2","10.1016/j.jmb.2008.03.075","Mutations outside the anisomycin-binding site can make ribosomes drug-resistant.",
"3CCJ-1","2008-02-26","3CCJ","10.1016/j.jmb.2008.03.075","Mutations outside the anisomycin-binding site can make ribosomes drug-resistant.",
"6G4W-1","2018-03-28","6G4W","10.1038/s41586-018-0193-0","Visualizing late states of human 40S ribosomal subunit maturation.",
"6WDE-1","2020-03-31","6WDE","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"5AKA-1","2015-03-03","5AKA","10.1073/PNAS.1424453112","Ribosome-Srp-Ftsy Cotranslational Targeting Complex in the Closed State.",
"6SWC-1","2019-09-20","6SWC","10.1038/s42003-020-0780-0","Cryo-EM study of an archaeal 30S initiation complex gives insights into evolution of translation initiation.",
"3CCE-1","2008-02-25","3CCE","10.1016/j.jmb.2008.03.075","Mutations outside the anisomycin-binding site can make ribosomes drug-resistant.",
"4WFB-1","2014-09-14","4WFB","10.1073/pnas.1517952112","Structural insights into species-specific features of the ribosome from the pathogen Staphylococcus aureus.",
"4LNT-2","2013-07-12","4LNT","10.1073/pnas.1409436111","Structural insights into +1 frameshifting promoted by expanded or modification-deficient anticodon stem loops.",
"4LNT-1","2013-07-12","4LNT","10.1073/pnas.1409436111","Structural insights into +1 frameshifting promoted by expanded or modification-deficient anticodon stem loops.",
"6BUW-2","2017-12-11","6BUW","10.1093/nar/gky1178","Ribosomal ambiguity (ram) mutations promote the open (off) to closed (on) transition and thereby increase miscoding.",
"6BUW-1","2017-12-11","6BUW","10.1093/nar/gky1178","Ribosomal ambiguity (ram) mutations promote the open (off) to closed (on) transition and thereby increase miscoding.",
"6IP5-1","2018-11-02","6IP5","10.1016/j.molcel.2019.04.022","HCV IRES Captures an Actively Translating 80S Ribosome.",
"6WDC-1","2020-03-31","6WDC","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"6IP8-1","2018-11-02","6IP8","10.1016/j.molcel.2019.04.022","HCV IRES Captures an Actively Translating 80S Ribosome.",
"6IP6-1","2018-11-02","6IP6","10.1016/j.molcel.2019.04.022","HCV IRES Captures an Actively Translating 80S Ribosome.",
"1FCW-1","2000-07-19","1FCW","10.1083/jcb.150.3.447","Visualization of tRNA movements on the Escherichia coli 70S ribosome during the elongation cycle.",
"6WDB-1","2020-03-31","6WDB","10.1038/s41586-020-2447-x","Cryo-EM of elongating ribosome with EF-Tu•GTP elucidates tRNA proofreading.",
"6OF6-2","2019-03-28","6OF6","10.1073/pnas.2004170117","Disruption of evolutionarily correlated tRNA elements impairs accurate decoding.",
"6OF6-1","2019-03-28","6OF6","10.1073/pnas.2004170117","Disruption of evolutionarily correlated tRNA elements impairs accurate decoding.",
"5VYC-6","2017-05-24","5VYC","10.1016/j.celrep.2017.06.025","Crystal Structure of the Human Ribosome in Complex with DENR-MCT-1.",
"5VYC-4","2017-05-24","5VYC","10.1016/j.celrep.2017.06.025","Crystal Structure of the Human Ribosome in Complex with DENR-MCT-1.",
"5VYC-5","2017-05-24","5VYC","10.1016/j.celrep.2017.06.025","Crystal Structure of the Human Ribosome in Complex with DENR-MCT-1.",
"5VYC-2","2017-05-24","5VYC","10.1016/j.celrep.2017.06.025","Crystal Structure of the Human Ribosome in Complex with DENR-MCT-1.",
"6DZP-1","2018-07-05","6DZP","10.1073/pnas.1804555115","Zinc depletion induces ribosome hibernation in mycobacteria.",
"5VYC-3","2017-05-24","5VYC","10.1016/j.celrep.2017.06.025","Crystal Structure of the Human Ribosome in Complex with DENR-MCT-1.",
"5VYC-1","2017-05-24","5VYC","10.1016/j.celrep.2017.06.025","Crystal Structure of the Human Ribosome in Complex with DENR-MCT-1.",
"1Q7Y-1","2003-08-20","1Q7Y","10.1073/pnas.172404099","Structural Insights Into Peptide Bond Formation",
"3CCM-1","2008-02-26","3CCM","10.1016/j.jmb.2008.03.075","Mutations outside the anisomycin-binding site can make ribosomes drug-resistant.",
"6HIZ-1","2018-08-31","6HIZ","10.1126/science.aau7735","Evolutionary shift toward protein-based architecture in trypanosomal mitochondrial ribosomes.",
"6WNW-1","2020-04-23","6WNW","10.1038/s41467-020-16694-8","Ribosome engineering reveals the importance of 5S rRNA autonomy for ribosome assembly.",
"5UQ8-1","2017-02-07","5UQ8","10.1016/j.str.2018.01.013","Alternative Mode of E-Site tRNA Binding in the Presence of a Downstream mRNA Stem Loop at the Entrance Channel.",
"6PPK-1","2019-07-07","6PPK",,"RbgA Triggers Folding of the 50S Subunit Functional Sites",
"6R5Q-1","2019-03-25","6R5Q","10.7554/eLife.46267","Structural and mutational analysis of the ribosome-arresting human XBP1u.",
"6OLE-1","2019-04-16","6OLE","10.1038/s41594-019-0236-8","Structural basis for selective stalling of human ribosome nascent chain complexes by a drug-like molecule.",
"6NY6-1","2019-02-11","6NY6","10.1093/nar/gkz760","Monomeric YoeB toxin retains RNase activity but adopts an obligate dimeric form for thermal stability.",
"4V7R-2","2010-07-23","4V7R","10.1126/science.1194294","Crystal structure of the eukaryotic ribosome.",
"4V83-2","2010-12-13","4V83","10.1073/pnas.1018582108","Crystal structures of complexes containing domains from two viral internal ribosome entry site (IRES) RNAs bound to the 70S ribosome.",
"4V7R-1","2010-07-23","4V7R","10.1126/science.1194294","Crystal structure of the eukaryotic ribosome.",
"4V83-1","2010-12-13","4V83","10.1073/pnas.1018582108","Crystal structures of complexes containing domains from two viral internal ribosome entry site (IRES) RNAs bound to the 70S ribosome.",
"2DYI-1","2006-09-14","2DYI",,"Crystal structure of 16S ribosomal RNA processing protein RimM from Thermus thermophilus HB8",
"6OT3-1","2019-05-02","6OT3","10.1038/s41467-019-10608-z","The structural basis for release-factor activation during translation termination revealed by time-resolved cryogenic electron microscopy.",
"3BO1-1","2007-12-15","3BO1","10.1016/j.molcel.2007.10.034","Ribosome binding of a single copy of the SecY complex: implications for protein translocation",
"6N9F-2","2018-12-03","6N9F","10.1093/nar/gky1211","Mechanistic insights into the slow peptide bond formation with D-amino acids in the ribosomal active site.",
"6N9F-1","2018-12-03","6N9F","10.1093/nar/gky1211","Mechanistic insights into the slow peptide bond formation with D-amino acids in the ribosomal active site.",
"5MEI-1","2016-11-15","5MEI","10.1016/j.chembiol.2017.04.006","Inhibition of Eukaryotic Translation by the Antitumor Natural Product Agelastatin A.",
"5MEI-2","2016-11-15","5MEI","10.1016/j.chembiol.2017.04.006","Inhibition of Eukaryotic Translation by the Antitumor Natural Product Agelastatin A.",
"5JUP-1","2016-05-10","5JUP","10.7554/eLife.14874","Ensemble cryo-EM uncovers inchworm-like translocation of a viral IRES through the ribosome.",
"3J6B-1","2014-01-22","3J6B","10.1126/science.1249410","Structure of the yeast mitochondrial large ribosomal subunit.",
"5J4D-1","2016-03-31","5J4D","10.1016/j.jmb.2016.04.018","Structural Basis for Translation Termination on a Pseudouridylated Stop Codon.",
"5J4D-2","2016-03-31","5J4D","10.1016/j.jmb.2016.04.018","Structural Basis for Translation Termination on a Pseudouridylated Stop Codon.",
